226	344	224.4004	368.958	3.14569883704	15.5108674591	229.393333333	348.35	9.48008204371	5.529391166
190	344	209.858066667	370.467933333	8.09582890108	12.8893683216	200.736666667	350.723333333	6.21937742508	5.78850489236
201	347	210.706933333	372.464533333	6.04837079404	14.3491433699	199.586666667	350.73	3.09878829365	6.36635165015
206	347	212.7392	375.674866667	5.32959829881	8.65183751093	206.09	348.72	2.85340147894	5.58524245967
193	349	202.161333333	362.4668	6.67662815765	12.2608033081	194.886666667	351.03	7.07063096352	5.09533446727
189	343	204.5928	369.405333333	10.2057176863	13.9393132622	192.51	346.476666667	7.03585341898	6.63597183706
191	337	206.674866667	368.7506	9.70244458795	17.3568857702	193.47	346.383333333	6.07363976541	10.0841321998
199	348	213.223666667	382.691333333	6.07315106752	8.66857217514	201.313333333	351.936666667	7.54642225753	6.32977005024
208	346	215.017	369.6148	3.76128457667	11.4737644924	210.36	351.693333333	5.48486402141	5.50145031383
197	350	209.181666667	372.654533333	9.04551269353	14.4065619117	199.89	352.47	6.14366068942	4.09012224756
198	342	209.924733333	369.5078	8.49315773209	15.2701082018	200.34	348.653333333	3.72975423677	7.21755883631
194	344	207.136666667	370.799266667	6.22064837635	11.3995973377	199.676666667	349.613333333	6.06510144644	5.52905858975
186	339	203.602866667	369.078466667	9.04571123695	13.8114732613	191.48	345.536666667	7.98057642028	8.44839169441
195	349	219.4116	389.902	3.80735762789	6.18218461926	212.09	351.656666667	21.0057587342	4.71650883128
203	348	212.856066667	374.391066667	5.45670027235	11.8453028748	204.4	350.813333333	3.38723092412	5.3421427245
195	344	211.175666667	372.514466667	8.23456284342	14.5192109995	197.843333333	348.646666667	9.40844242629	6.23766694277
237	340	225.765666667	373.206733333	7.5119617426	14.386647652	215.516666667	349.38	14.1937681944	7.89866655413
195	349	211.255266667	379.087466667	7.12219724492	9.78376220661	196.97	352.07	4.45373625922	5.62065535918
192	345	203.8052	363.796133333	7.32185711597	12.8164101467	194.376666667	349.213333333	3.32086166864	6.20868925154
190	345	209.459066667	377.5246	10.6930931818	14.0044444912	196.71	350.476666667	9.3226909563	6.3830078246
191	343	205.519866667	372.230133333	10.7804507009	15.1982074814	199.503333333	349.463333333	12.4818530498	6.43858076149
197	344	209.006266667	371.700333333	8.24190467846	13.8870300601	198.7	349.933333333	5.51513070259	7.18903486027
191	344	203.340066667	361.475533333	8.08796892482	12.7962416376	193.67	346.673333333	5.44497627788	6.33613622188
208	344	204.457466667	372.582933333	9.40643121746	14.3880897758	199.493333333	349.256666667	5.93829006439	5.29126218927
199	353	207.1208	371.919533333	6.35882101441	10.5681504428	199.823333333	355.106666667	2.70901991297	4.86572593648
234	347	224.5352	373.772	4.30150310473	13.8612117796	223.603333333	350.843333333	15.8374868236	6.52115446494
191	345	210.667	374.273266667	10.48707638	13.7225600623	194.6	348.56	9.33809402394	5.7329224659
197	346	208.535666667	368.233	4.24523245012	10.6938775163	208.51	348.603333333	9.69208783837	5.01058767899
196	348	209.782666667	372.305733333	6.6203849502	10.8749381207	197.453333333	351.083333333	4.99811520031	4.43204868605
192	348	213.123133333	382.960066667	8.12216404962	8.15938698651	193.933333333	351.41	3.79853773035	5.22767315989
